"Dec 12, 2020",Albania,1,1,1
"Dec 12, 2020",Australia,0,0,1
"Dec 12, 2020",Canada,0,0,1
"Dec 12, 2020",Egypt,1,1,1
"Dec 12, 2020",Ethiopia,1,1,1
"Dec 12, 2020",France,1,1,3
"Dec 12, 2020",Global,6,9,12
"Dec 12, 2020",India,0,1,1
"Dec 12, 2020",JFP,3,4,8
"Dec 12, 2020",Latvia,0,0,1
"Dec 12, 2020",Macedonia,0,0,1
"Dec 12, 2020",Moldova,0,0,1
"Dec 12, 2020",New Zealand,0,1,1
"Dec 12, 2020",Panama,0,1,2
"Dec 12, 2020",Romania,0,0,1
"Dec 12, 2020",Russia,1,1,2
"Dec 12, 2020",Singapore,0,0,3
"Dec 12, 2020",Uganda,0,1,1
"Dec 12, 2020",United States,13,17,37
12/12/2020,Unknown,0,1,2
