record_id,activitywindow_date_id,source_id,country,value,isOriginal,threshold
,577,76,GGG,886,1,1
,577,76,BRA,601,1,1
,577,76,COL,5,1,1
,577,76,MEX,22,1,1
,577,76,USA,43,1,1
,577,76,VEN,13,1,1
,577,76,PER,5,1,1
,577,76,ECU,3,1,1
,577,76,AGO,23,1,1
,577,76,NGA,8,1,1
,577,76,MOZ,16,1,1
,577,76,CHL,0,1,1
,577,76,GTM,0,1,1
,577,76,EGY,14,1,1
,577,76,RUS,12,1,1
,577,76,GBR,5,1,1
,577,76,HND,0,1,1
,577,76,CRI,1,1,1
,577,76,MAR,5,1,1
,577,76,PAN,1,1,1
,577,76,PRT,2,1,1
,577,76,CIV,4,1,1
,577,76,ZAF,6,1,1
,577,76,COD,9,1,1
,577,76,CMR,2,1,1
,577,76,DZA,7,1,1
,577,76,NIC,0,1,1
,577,76,FRA,3,1,1
,577,76,CAN,5,1,1
,577,76,BEN,1,1,1
,577,76,UGA,4,1,1
,577,76,GHA,1,1,1
,577,76,YEM,12,1,1
,577,76,PRI,0,1,1
,577,76,LBN,5,1,1
,577,76,KEN,1,1,1
,577,76,PNG,2,1,1
,577,76,DEU,2,1,1
,577,76,ESP,0,1,1
,577,76,ARG,2,1,1
,577,76,JOR,2,1,1
,577,76,GAB,0,1,1
,577,76,ETH,0,1,1
,577,76,ZMB,1,1,1
,577,76,AUS,1,1,1
,577,76,HTI,3,1,1
,577,76,MDG,2,1,1
,577,76,CPV,1,1,1
,577,76,UKR,2,1,1
,577,76,BWA,0,1,1
,577,76,COG,1,1,1
,577,76,IND,1,1,1
,577,76,PHL,1,1,1
,577,76,TGO,2,1,1
,577,76,BFA,1,1,1
,577,76,PAK,0,1,1
,577,76,GNQ,1,1,1
,577,76,ZWE,0,1,1
,577,76,CHE,0,1,1
,577,76,TUN,2,1,1
,577,76,SEN,2,1,1
,577,76,BEL,2,1,1
,577,76,BDI,0,1,1
,577,76,URY,0,1,1
,577,76,IRQ,0,1,1
,577,76,BLR,1,1,1
,577,76,JPN,0,1,1
,577,76,ITA,0,1,1
,577,76,NZL,1,1,1
,577,76,NLD,1,1,1
,577,76,MWI,0,1,1
,577,76,GIN,0,1,1
,577,76,TCD,0,1,1
,577,76,SWZ,0,1,1
,577,76,IRL,2,1,1
,577,76,PRY,1,1,1
,577,76,CAF,1,1,1
,577,76,LBR,0,1,1
,577,76,MLI,1,1,1
,577,76,SGP,1,1,1
,577,76,LUX,0,1,1
,577,76,DOM,0,1,1
,577,76,CUB,0,1,1
,577,76,NAM,0,1,1
,577,76,RWA,0,1,1
,577,76,AUT,0,1,1
,577,76,SLV,0,1,1
,577,76,SWE,1,1,1
,577,76,TUR,1,1,1
,577,76,TTO,0,1,1
,577,76,BOL,0,1,1
,577,76,MYS,0,1,1
,577,76,CUW,0,1,1
,577,76,IDN,0,1,1
,577,76,STP,1,1,1
,577,76,ATG,0,1,1
,577,76,GNB,0,1,1
,577,76,MDA,0,1,1
,577,76,HKG,0,1,1
,577,76,NOR,0,1,1
,577,76,LCA,0,1,1
,577,76,SDN,1,1,1
,577,76,MUS,0,1,1
,577,76,KOR,0,1,1
,577,76,CHN,0,1,1
,577,76,ROU,0,1,1
,577,76,KWT,0,1,1
,577,76,FIN,0,1,1
,577,76,CZE,0,1,1
,577,76,FJI,1,1,1
,577,76,TZA,0,1,1
,577,76,GUF,0,1,1
,577,76,ISR,0,1,1
,577,76,VUT,1,1,1
,577,76,GUY,0,1,1
,577,76,ARE,0,1,1
,577,76,SAU,0,1,1
,577,76,BHS,0,1,1
,577,76,ABW,0,1,1
,577,76,HUN,0,1,1
,577,76,QAT,0,1,1
,577,76,BGR,0,1,1
,577,76,POL,0,1,1
,577,76,KAZ,0,1,1
,577,76,MTQ,0,1,1
,577,76,SRB,0,1,1
,577,76,GEO,0,1,1
,577,76,JAM,0,1,1
,577,76,DNK,0,1,1
,577,76,GUM,0,1,1
,577,76,LSO,0,1,1
,577,76,SLE,0,1,1
,577,76,SYR,1,1,1
,577,76,OMN,0,1,1
,577,76,HRV,0,1,1
,577,76,SVK,0,1,1
,577,76,NER,0,1,1
,577,76,SSD,0,1,1
,577,76,BRB,0,1,1
,577,76,SYC,0,1,1
,577,76,GRD,0,1,1
,577,76,LVA,0,1,1
,577,76,NPL,0,1,1
,577,76,LKA,0,1,1
,577,76,VNM,0,1,1
,577,76,BHR,0,1,1
,577,76,TWN,0,1,1
