record_id,activitywindow_date_id,source_id,country,value,isOriginal,threshold
,583,76,GGG,922,1,1
,583,76,BRA,673,1,1
,583,76,COL,2,1,1
,583,76,MEX,5,1,1
,583,76,USA,41,1,1
,583,76,VEN,5,1,1
,583,76,PER,2,1,1
,583,76,ECU,2,1,1
,583,76,AGO,28,1,1
,583,76,NGA,8,1,1
,583,76,MOZ,8,1,1
,583,76,CHL,2,1,1
,583,76,GTM,0,1,1
,583,76,EGY,13,1,1
,583,76,RUS,12,1,1
,583,76,GBR,9,1,1
,583,76,HND,0,1,1
,583,76,CRI,0,1,1
,583,76,MAR,2,1,1
,583,76,PAN,4,1,1
,583,76,PRT,3,1,1
,583,76,CIV,3,1,1
,583,76,ZAF,4,1,1
,583,76,COD,7,1,1
,583,76,CMR,2,1,1
,583,76,DZA,6,1,1
,583,76,NIC,0,1,1
,583,76,FRA,5,1,1
,583,76,CAN,2,1,1
,583,76,BEN,4,1,1
,583,76,UGA,3,1,1
,583,76,GHA,0,1,1
,583,76,YEM,13,1,1
,583,76,PRI,1,1,1
,583,76,LBN,5,1,1
,583,76,KEN,2,1,1
,583,76,PNG,1,1,1
,583,76,DEU,1,1,1
,583,76,JOR,2,1,1
,583,76,ESP,0,1,1
,583,76,ARG,1,1,1
,583,76,ETH,2,1,1
,583,76,ZMB,1,1,1
,583,76,GAB,0,1,1
,583,76,AUS,1,1,1
,583,76,HTI,1,1,1
,583,76,CPV,0,1,1
,583,76,MDG,1,1,1
,583,76,UKR,4,1,1
,583,76,BWA,1,1,1
,583,76,COG,1,1,1
,583,76,PHL,1,1,1
,583,76,IND,0,1,1
,583,76,TGO,3,1,1
,583,76,BFA,1,1,1
,583,76,PAK,0,1,1
,583,76,GNQ,0,1,1
,583,76,ZWE,0,1,1
,583,76,CHE,3,1,1
,583,76,TUN,2,1,1
,583,76,SEN,0,1,1
,583,76,BEL,1,1,1
,583,76,BDI,0,1,1
,583,76,IRQ,1,1,1
,583,76,URY,0,1,1
,583,76,BLR,3,1,1
,583,76,ITA,1,1,1
,583,76,JPN,1,1,1
,583,76,NZL,0,1,1
,583,76,NLD,2,1,1
,583,76,MWI,0,1,1
,583,76,GIN,0,1,1
,583,76,TCD,0,1,1
,583,76,SWZ,0,1,1
,583,76,PRY,0,1,1
,583,76,IRL,0,1,1
,583,76,CAF,1,1,1
,583,76,LBR,0,1,1
,583,76,LUX,1,1,1
,583,76,MLI,0,1,1
,583,76,SGP,0,1,1
,583,76,CUB,1,1,1
,583,76,DOM,0,1,1
,583,76,RWA,0,1,1
,583,76,NAM,0,1,1
,583,76,AUT,0,1,1
,583,76,SLV,0,1,1
,583,76,TUR,1,1,1
,583,76,SWE,0,1,1
,583,76,TTO,0,1,1
,583,76,BOL,0,1,1
,583,76,MYS,0,1,1
,583,76,IDN,0,1,1
,583,76,STP,0,1,1
,583,76,CUW,0,1,1
,583,76,MDA,1,1,1
,583,76,GNB,0,1,1
,583,76,ATG,0,1,1
,583,76,HKG,0,1,1
,583,76,NOR,0,1,1
,583,76,LCA,0,1,1
,583,76,ROU,1,1,1
,583,76,SDN,0,1,1
,583,76,MUS,0,1,1
,583,76,KOR,0,1,1
,583,76,CHN,0,1,1
,583,76,FIN,0,1,1
,583,76,CZE,0,1,1
,583,76,FJI,0,1,1
,583,76,KWT,0,1,1
,583,76,GUF,0,1,1
,583,76,ISR,0,1,1
,583,76,TZA,0,1,1
,583,76,VUT,0,1,1
,583,76,GUY,0,1,1
,583,76,ARE,0,1,1
,583,76,SAU,0,1,1
,583,76,BHS,0,1,1
