record_id,activitywindow_date_id,source_id,country,value,isOriginal,threshold
,561,76,GGG,894,1,1
,561,76,BRA,605,1,1
,561,76,COL,5,1,1
,561,76,MEX,2,1,1
,561,76,USA,40,1,1
,561,76,VEN,7,1,1
,561,76,PER,0,1,1
,561,76,ECU,3,1,1
,561,76,AGO,29,1,1
,561,76,NGA,5,1,1
,561,76,MOZ,14,1,1
,561,76,CHL,4,1,1
,561,76,GTM,1,1,1
,561,76,RUS,13,1,1
,561,76,EGY,11,1,1
,561,76,GBR,4,1,1
,561,76,HND,0,1,1
,561,76,CRI,1,1,1
,561,76,PAN,0,1,1
,561,76,MAR,7,1,1
,561,76,PRT,6,1,1
,561,76,CIV,8,1,1
,561,76,ZAF,0,1,1
,561,76,COD,10,1,1
,561,76,CMR,4,1,1
,561,76,NIC,1,1,1
,561,76,FRA,7,1,1
,561,76,DZA,3,1,1
,561,76,CAN,0,1,1
,561,76,BEN,9,1,1
,561,76,UGA,2,1,1
,561,76,GHA,1,1,1
,561,76,PRI,0,1,1
,561,76,YEM,17,1,1
,561,76,LBN,5,1,1
,561,76,PNG,0,1,1
,561,76,KEN,1,1,1
,561,76,ESP,0,1,1
,561,76,DEU,2,1,1
,561,76,ARG,3,1,1
,561,76,JOR,3,1,1
,561,76,GAB,0,1,1
,561,76,ETH,0,1,1
,561,76,ZMB,0,1,1
,561,76,AUS,3,1,1
,561,76,MDG,6,1,1
,561,76,HTI,5,1,1
,561,76,CPV,0,1,1
,561,76,BWA,0,1,1
,561,76,UKR,1,1,1
,561,76,IND,0,1,1
,561,76,COG,1,1,1
,561,76,BFA,1,1,1
,561,76,PHL,2,1,1
,561,76,TGO,7,1,1
,561,76,GNQ,0,1,1
,561,76,PAK,1,1,1
,561,76,ZWE,0,1,1
,561,76,CHE,3,1,1
,561,76,SEN,1,1,1
,561,76,TUN,5,1,1
,561,76,BEL,4,1,1
,561,76,BLR,2,1,1
,561,76,BDI,0,1,1
,561,76,URY,0,1,1
,561,76,IRQ,3,1,1
,561,76,ITA,0,1,1
,561,76,NZL,0,1,1
,561,76,JPN,1,1,1
,561,76,NLD,2,1,1
,561,76,MWI,0,1,1
,561,76,GIN,0,1,1
,561,76,TCD,1,1,1
,561,76,SWZ,0,1,1
,561,76,PRY,1,1,1
,561,76,IRL,0,1,1
,561,76,SGP,0,1,1
,561,76,LBR,0,1,1
,561,76,LUX,1,1,1
,561,76,CAF,0,1,1
,561,76,MLI,1,1,1
,561,76,DOM,0,1,1
,561,76,CUB,0,1,1
,561,76,NAM,0,1,1
,561,76,RWA,1,1,1
,561,76,AUT,0,1,1
,561,76,SLV,0,1,1
,561,76,CUW,0,1,1
,561,76,BOL,0,1,1
,561,76,TTO,0,1,1
,561,76,SWE,1,1,1
,561,76,TUR,0,1,1
,561,76,IDN,0,1,1
,561,76,MYS,1,1,1
,561,76,STP,0,1,1
,561,76,ATG,0,1,1
,561,76,GNB,0,1,1
,561,76,MDA,1,1,1
,561,76,NOR,0,1,1
,561,76,LCA,0,1,1
,561,76,TZA,0,1,1
,561,76,SDN,3,1,1
,561,76,KOR,0,1,1
,561,76,ROU,0,1,1
,561,76,HKG,0,1,1
,561,76,CHN,0,1,1
,561,76,MUS,0,1,1
,561,76,FIN,0,1,1
,561,76,ISR,0,1,1
,561,76,KWT,0,1,1
,561,76,CZE,0,1,1
,561,76,GUF,0,1,1
,561,76,FJI,0,1,1
,561,76,SLE,0,1,1
,561,76,POL,0,1,1
,561,76,MTQ,0,1,1
,561,76,GUY,0,1,1
,561,76,HUN,0,1,1
,561,76,ARE,0,1,1
,561,76,SAU,0,1,1
,561,76,BHS,0,1,1
,561,76,ABW,0,1,1
,561,76,QAT,0,1,1
,561,76,BGR,0,1,1
,561,76,KAZ,2,1,1
,561,76,VUT,0,1,1
,561,76,SRB,0,1,1
,561,76,TWN,0,1,1
,561,76,GEO,0,1,1
,561,76,JAM,0,1,1
,561,76,DNK,0,1,1
,561,76,GUM,0,1,1
,561,76,LSO,0,1,1
,561,76,OMN,0,1,1
,561,76,NPL,0,1,1
,561,76,HRV,0,1,1
,561,76,SVK,0,1,1
,561,76,NER,0,1,1
,561,76,SSD,0,1,1
,561,76,BRB,0,1,1
,561,76,SYC,0,1,1
,561,76,GRD,0,1,1
,561,76,LVA,0,1,1
,561,76,LKA,0,1,1
,561,76,VNM,0,1,1
,561,76,BHR,0,1,1
,561,76,BLZ,0,1,1
,561,76,SYR,0,1,1
,561,76,LAO,0,1,1
,561,76,AIA,0,1,1
,561,76,TLS,0,1,1
,561,76,BGD,0,1,1
,561,76,GRC,0,1,1
,561,76,EST,0,1,1
,561,76,LBY,0,1,1
,561,76,THA,0,1,1
,561,76,MLT,0,1,1
,561,76,ISL,0,1,1
,561,76,PYF,0,1,1
,561,76,CYP,1,1,1
,561,76,GMB,1,1,1
,561,76,WSM,0,1,1
,561,76,SVN,0,1,1
,561,76,GLP,0,1,1
,561,76,BRN,0,1,1
,561,76,BTN,0,1,1
,561,76,CYM,0,1,1
,561,76,MMR,0,1,1
,561,76,DMA,0,1,1
,561,76,MRT,0,1,1
,561,76,DJI,0,1,1
,561,76,COM,0,1,1
,561,76,MNP,0,1,1
,561,76,SOM,0,1,1
,561,76,ALB,0,1,1
,561,76,MDV,0,1,1
,561,76,KGZ,0,1,1
,561,76,MKD,0,1,1
,561,76,NU2,0,1,1
,561,76,MAC,0,1,1
,561,76,PSE,0,1,1
,561,76,MNE,0,1,1
,561,76,AFG,0,1,1
,1458,76,GGG,3153,1,1
,1458,76,BRA,2023,1,1
,1458,76,COL,26,1,1
,1458,76,MEX,31,1,1
,1458,76,USA,167,1,1
,1458,76,VEN,27,1,1
,1458,76,PER,7,1,1
,1458,76,ECU,6,1,1
,1458,76,AGO,117,1,1
,1458,76,NGA,26,1,1
,1458,76,MOZ,56,1,1
,1458,76,CHL,9,1,1
,1458,76,GTM,3,1,1
,1458,76,RUS,63,1,1
,1458,76,EGY,37,1,1
,1458,76,GBR,16,1,1
,1458,76,HND,1,1,1
,1458,76,CRI,3,1,1
,1458,76,PAN,7,1,1
,1458,76,MAR,22,1,1
,1458,76,PRT,25,1,1
,1458,76,CIV,27,1,1
,1458,76,ZAF,5,1,1
,1458,76,COD,40,1,1
,1458,76,CMR,19,1,1
,1458,76,NIC,3,1,1
,1458,76,FRA,19,1,1
,1458,76,DZA,15,1,1
,1458,76,CAN,7,1,1
,1458,76,BEN,21,1,1
,1458,76,UGA,7,1,1
,1458,76,GHA,5,1,1
,1458,76,PRI,2,1,1
,1458,76,YEM,33,1,1
,1458,76,LBN,21,1,1
,1458,76,PNG,0,1,1
,1458,76,KEN,4,1,1
,1458,76,ESP,1,1,1
,1458,76,DEU,12,1,1
,1458,76,ARG,4,1,1
,1458,76,JOR,7,1,1
,1458,76,GAB,7,1,1
,1458,76,ETH,5,1,1
,1458,76,ZMB,1,1,1
,1458,76,AUS,9,1,1
,1458,76,MDG,15,1,1
,1458,76,HTI,14,1,1
,1458,76,CPV,7,1,1
,1458,76,BWA,1,1,1
,1458,76,UKR,12,1,1
,1458,76,IND,1,1,1
,1458,76,COG,8,1,1
,1458,76,BFA,6,1,1
,1458,76,PHL,3,1,1
,1458,76,TGO,21,1,1
,1458,76,GNQ,1,1,1
,1458,76,PAK,2,1,1
,1458,76,ZWE,1,1,1
,1458,76,CHE,6,1,1
,1458,76,SEN,5,1,1
,1458,76,TUN,7,1,1
,1458,76,BEL,6,1,1
,1458,76,BLR,11,1,1
,1458,76,BDI,6,1,1
,1458,76,URY,0,1,1
,1458,76,IRQ,5,1,1
,1458,76,ITA,4,1,1
,1458,76,NZL,3,1,1
,1458,76,JPN,7,1,1
,1458,76,NLD,4,1,1
,1458,76,MWI,0,1,1
,1458,76,GIN,7,1,1
,1458,76,TCD,4,1,1
,1458,76,SWZ,0,1,1
,1458,76,PRY,1,1,1
,1458,76,IRL,1,1,1
,1458,76,SGP,2,1,1
,1458,76,LBR,0,1,1
,1458,76,LUX,4,1,1
,1458,76,CAF,3,1,1
,1458,76,MLI,4,1,1
,1458,76,DOM,0,1,1
,1458,76,CUB,0,1,1
,1458,76,NAM,0,1,1
,1458,76,RWA,4,1,1
,1458,76,AUT,0,1,1
,1458,76,SLV,0,1,1
,1458,76,CUW,0,1,1
,1458,76,BOL,0,1,1
,1458,76,TTO,0,1,1
,1458,76,SWE,2,1,1
,1458,76,TUR,0,1,1
,1458,76,IDN,0,1,1
,1458,76,MYS,1,1,1
,1458,76,STP,0,1,1
,1458,76,ATG,0,1,1
,1458,76,GNB,0,1,1
,1458,76,MDA,3,1,1
,1458,76,NOR,1,1,1
,1458,76,LCA,0,1,1
,1458,76,TZA,1,1,1
,1458,76,SDN,4,1,1
,1458,76,KOR,1,1,1
,1458,76,ROU,1,1,1
,1458,76,HKG,0,1,1
,1458,76,CHN,0,1,1
,1458,76,MUS,0,1,1
,1458,76,FIN,0,1,1
,1458,76,ISR,0,1,1
,1458,76,KWT,0,1,1
,1458,76,CZE,0,1,1
,1458,76,GUF,1,1,1
,1458,76,FJI,0,1,1
,1458,76,SLE,0,1,1
,1458,76,POL,0,1,1
,1458,76,MTQ,1,1,1
,1458,76,GUY,1,1,1
,1458,76,HUN,0,1,1
,1458,76,ARE,0,1,1
,1458,76,SAU,0,1,1
,1458,76,BHS,0,1,1
,1458,76,ABW,0,1,1
,1458,76,QAT,0,1,1
,1458,76,BGR,0,1,1
,1458,76,KAZ,2,1,1
,1458,76,VUT,0,1,1
,1458,76,SRB,0,1,1
,1458,76,TWN,0,1,1
,1458,76,GEO,0,1,1
,1458,76,JAM,0,1,1
,1458,76,DNK,0,1,1
,1458,76,GUM,0,1,1
,1458,76,LSO,0,1,1
,1458,76,OMN,1,1,1
,1458,76,NPL,1,1,1
,1458,76,HRV,0,1,1
,1458,76,SVK,0,1,1
,1458,76,NER,0,1,1
,1458,76,SSD,0,1,1
,1458,76,BRB,0,1,1
,1458,76,SYC,0,1,1
,1458,76,GRD,0,1,1
,1458,76,LVA,0,1,1
,1458,76,LKA,0,1,1
,1458,76,VNM,0,1,1
,1458,76,BHR,0,1,1
,1458,76,BLZ,0,1,1
,1458,76,SYR,0,1,1
,1458,76,LAO,0,1,1
,1458,76,AIA,0,1,1
,1458,76,TLS,1,1,1
,1458,76,BGD,0,1,1
,1458,76,GRC,0,1,1
,1458,76,EST,0,1,1
,1458,76,LBY,0,1,1
,1458,76,THA,0,1,1
,1458,76,MLT,0,1,1
,1458,76,ISL,0,1,1
,1458,76,PYF,0,1,1
,1458,76,CYP,1,1,1
,1458,76,GMB,1,1,1
,1458,76,WSM,1,1,1
,1458,76,SVN,0,1,1
,1458,76,GLP,0,1,1
,1458,76,BRN,0,1,1
,1458,76,BTN,0,1,1
,1458,76,CYM,0,1,1
,1458,76,MMR,0,1,1
,1458,76,DMA,0,1,1
,1458,76,MRT,0,1,1
,1458,76,DJI,0,1,1
,1458,76,COM,0,1,1
,1458,76,MNP,0,1,1
,1458,76,SOM,0,1,1
,1458,76,ALB,0,1,1
,1458,76,MDV,0,1,1
,1458,76,KGZ,0,1,1
,1458,76,MKD,0,1,1
,1458,76,NU2,0,1,1
,1458,76,MAC,0,1,1
,1458,76,PSE,0,1,1
,1458,76,MNE,0,1,1
,1458,76,AFG,0,1,1
,2355,76,GGG,12254,1,1
,2355,76,BRA,6901,1,1
,2355,76,COL,438,1,1
,2355,76,MEX,451,1,1
,2355,76,USA,535,1,1
,2355,76,VEN,512,1,1
,2355,76,PER,143,1,1
,2355,76,ECU,205,1,1
,2355,76,AGO,448,1,1
,2355,76,NGA,124,1,1
,2355,76,MOZ,221,1,1
,2355,76,CHL,81,1,1
,2355,76,GTM,119,1,1
,2355,76,RUS,200,1,1
,2355,76,EGY,94,1,1
,2355,76,GBR,68,1,1
,2355,76,HND,69,1,1
,2355,76,CRI,62,1,1
,2355,76,PAN,40,1,1
,2355,76,MAR,43,1,1
,2355,76,PRT,53,1,1
,2355,76,CIV,83,1,1
,2355,76,ZAF,21,1,1
,2355,76,COD,94,1,1
,2355,76,CMR,75,1,1
,2355,76,NIC,45,1,1
,2355,76,FRA,42,1,1
,2355,76,DZA,44,1,1
,2355,76,CAN,48,1,1
,2355,76,BEN,60,1,1
,2355,76,UGA,23,1,1
,2355,76,GHA,19,1,1
,2355,76,PRI,16,1,1
,2355,76,YEM,74,1,1
,2355,76,LBN,49,1,1
,2355,76,PNG,4,1,1
,2355,76,KEN,18,1,1
