record_id,activitywindow_date_id,source_id,country,value,isOriginal,threshold
,582,76,GGG,858,1,1
,582,76,BRA,620,1,1
,582,76,COL,1,1,1
,582,76,MEX,8,1,1
,582,76,USA,40,1,1
,582,76,VEN,5,1,1
,582,76,PER,3,1,1
,582,76,ECU,3,1,1
,582,76,AGO,25,1,1
,582,76,NGA,6,1,1
,582,76,MOZ,9,1,1
,582,76,CHL,2,1,1
,582,76,GTM,0,1,1
,582,76,EGY,17,1,1
,582,76,RUS,11,1,1
,582,76,GBR,5,1,1
,582,76,HND,0,1,1
,582,76,CRI,0,1,1
,582,76,MAR,2,1,1
,582,76,PAN,2,1,1
,582,76,PRT,2,1,1
,582,76,CIV,2,1,1
,582,76,ZAF,3,1,1
,582,76,COD,9,1,1
,582,76,CMR,3,1,1
,582,76,DZA,4,1,1
,582,76,NIC,0,1,1
,582,76,FRA,5,1,1
,582,76,CAN,2,1,1
,582,76,BEN,3,1,1
,582,76,UGA,3,1,1
,582,76,GHA,0,1,1
,582,76,YEM,11,1,1
,582,76,PRI,1,1,1
,582,76,LBN,6,1,1
,582,76,KEN,2,1,1
,582,76,PNG,1,1,1
,582,76,DEU,1,1,1
,582,76,JOR,2,1,1
,582,76,ESP,0,1,1
,582,76,ARG,2,1,1
,582,76,ETH,2,1,1
,582,76,ZMB,1,1,1
,582,76,GAB,0,1,1
,582,76,AUS,1,1,1
,582,76,HTI,1,1,1
,582,76,CPV,0,1,1
,582,76,MDG,1,1,1
,582,76,UKR,2,1,1
,582,76,BWA,0,1,1
,582,76,COG,1,1,1
,582,76,PHL,0,1,1
,582,76,IND,0,1,1
,582,76,TGO,3,1,1
,582,76,BFA,1,1,1
,582,76,PAK,0,1,1
,582,76,GNQ,0,1,1
,582,76,ZWE,0,1,1
,582,76,CHE,2,1,1
,582,76,TUN,2,1,1
,582,76,SEN,1,1,1
,582,76,BEL,2,1,1
,582,76,BDI,0,1,1
,582,76,IRQ,1,1,1
,582,76,URY,0,1,1
,582,76,BLR,2,1,1
,582,76,ITA,1,1,1
,582,76,JPN,1,1,1
,582,76,NZL,0,1,1
,582,76,NLD,1,1,1
,582,76,MWI,0,1,1
,582,76,GIN,0,1,1
