record_id,activitywindow_date_id,source_id,country,value,isOriginal,threshold
,573,76,GGG,970,1,1
,573,76,BRA,687,1,1
,573,76,COL,8,1,1
,573,76,MEX,16,1,1
,573,76,USA,35,1,1
,573,76,VEN,13,1,1
,573,76,PER,4,1,1
,573,76,ECU,3,1,1
,573,76,AGO,25,1,1
,573,76,NGA,12,1,1
,573,76,MOZ,13,1,1
,573,76,CHL,1,1,1
,573,76,GTM,1,1,1
,573,76,EGY,15,1,1
,573,76,RUS,14,1,1
,573,76,GBR,6,1,1
,573,76,HND,0,1,1
,573,76,CRI,2,1,1
,573,76,MAR,4,1,1
,573,76,PAN,0,1,1
,573,76,PRT,4,1,1
,573,76,CIV,4,1,1
,573,76,ZAF,6,1,1
,573,76,COD,3,1,1
,573,76,CMR,1,1,1
,573,76,DZA,16,1,1
,573,76,NIC,1,1,1
,573,76,FRA,2,1,1
,573,76,CAN,4,1,1
,573,76,BEN,3,1,1
,573,76,UGA,3,1,1
,573,76,GHA,1,1,1
,573,76,PRI,0,1,1
,573,76,YEM,14,1,1
,573,76,LBN,5,1,1
,573,76,PNG,1,1,1
,573,76,KEN,1,1,1
,573,76,DEU,2,1,1
,573,76,ESP,0,1,1
,573,76,ARG,0,1,1
,573,76,JOR,1,1,1
,573,76,GAB,0,1,1
,573,76,ETH,0,1,1
,573,76,ZMB,1,1,1
,573,76,AUS,1,1,1
,573,76,HTI,2,1,1
,573,76,MDG,1,1,1
,573,76,CPV,1,1,1
,573,76,UKR,3,1,1
,573,76,BWA,0,1,1
,573,76,COG,2,1,1
,573,76,IND,1,1,1
,573,76,PHL,4,1,1
,573,76,TGO,2,1,1
,573,76,BFA,0,1,1
,573,76,PAK,0,1,1
,573,76,GNQ,1,1,1
,573,76,ZWE,0,1,1
,573,76,CHE,0,1,1
,573,76,SEN,1,1,1
,573,76,TUN,0,1,1
,573,76,BEL,1,1,1
,573,76,BDI,1,1,1
,573,76,URY,0,1,1
,573,76,IRQ,2,1,1
,573,76,BLR,0,1,1
,573,76,ITA,0,1,1
,573,76,JPN,2,1,1
,573,76,NZL,1,1,1
,573,76,NLD,0,1,1
,573,76,MWI,0,1,1
,573,76,GIN,0,1,1
,573,76,TCD,0,1,1
,573,76,SWZ,0,1,1
,573,76,PRY,1,1,1
,573,76,IRL,1,1,1
,573,76,CAF,1,1,1
,573,76,LBR,0,1,1
,573,76,LUX,0,1,1
,573,76,SGP,0,1,1
,573,76,MLI,0,1,1
,573,76,DOM,0,1,1
,573,76,CUB,0,1,1
,573,76,NAM,0,1,1
,573,76,RWA,0,1,1
,573,76,AUT,0,1,1
,573,76,SLV,0,1,1
,573,76,TTO,0,1,1
,573,76,SWE,0,1,1
,573,76,TUR,0,1,1
,573,76,BOL,0,1,1
,573,76,MYS,1,1,1
,573,76,CUW,0,1,1
,573,76,IDN,0,1,1
,573,76,STP,1,1,1
,573,76,ATG,0,1,1
,573,76,GNB,0,1,1
,573,76,MDA,0,1,1
,573,76,HKG,2,1,1
,573,76,NOR,0,1,1
,573,76,LCA,0,1,1
,573,76,SDN,1,1,1
,573,76,MUS,0,1,1
,573,76,ROU,0,1,1
,573,76,KOR,0,1,1
,573,76,CHN,0,1,1
,573,76,KWT,1,1,1
,573,76,TZA,0,1,1
,573,76,FIN,0,1,1
,573,76,ISR,0,1,1
,573,76,CZE,0,1,1
,573,76,FJI,1,1,1
,573,76,GUF,0,1,1
,573,76,POL,0,1,1
,573,76,VUT,1,1,1
,573,76,GUY,0,1,1
,573,76,ARE,0,1,1
,573,76,SAU,0,1,1
,573,76,BHS,0,1,1
,573,76,ABW,0,1,1
,573,76,HUN,0,1,1
,573,76,QAT,0,1,1
,573,76,BGR,0,1,1
,573,76,KAZ,0,1,1
,573,76,MTQ,0,1,1
,573,76,SRB,0,1,1
,573,76,GEO,0,1,1
,573,76,JAM,0,1,1
,573,76,DNK,0,1,1
,573,76,GUM,0,1,1
,573,76,LSO,0,1,1
,573,76,SLE,0,1,1
,573,76,SYR,1,1,1
,573,76,OMN,0,1,1
,573,76,HRV,0,1,1
,573,76,SVK,0,1,1
,573,76,NER,0,1,1
,573,76,SSD,0,1,1
,573,76,BRB,0,1,1
,573,76,SYC,0,1,1
,573,76,GRD,0,1,1
,573,76,LVA,0,1,1
